N,age,constituency,ethnicity,sex
24,Age 15 and below,W07000041,other,male
1,Age 16 to 17,W07000041,other,male
0,Age 18 to 19,W07000041,other,male
13,Age 20 to 24,W07000041,other,male
10,Age 25 to 29,W07000041,other,male
24,Age 30 to 34,W07000041,other,male
17,Age 35 to 39,W07000041,other,male
16,Age 40 to 44,W07000041,other,male
2,Age 45 to 49,W07000041,other,male
6,Age 50 to 54,W07000041,other,male
5,Age 55 to 59,W07000041,other,male
1,Age 60 to 64,W07000041,other,male
1,Age 65 to 69,W07000041,other,male
0,Age 70 to 74,W07000041,other,male
0,Age 75 to 79,W07000041,other,male
0,Age 80 to 84,W07000041,other,male
0,Age 85 and over,W07000041,other,male
21,Age 15 and below,W07000041,other,female
1,Age 16 to 17,W07000041,other,female
0,Age 18 to 19,W07000041,other,female
4,Age 20 to 24,W07000041,other,female
10,Age 25 to 29,W07000041,other,female
7,Age 30 to 34,W07000041,other,female
3,Age 35 to 39,W07000041,other,female
7,Age 40 to 44,W07000041,other,female
1,Age 45 to 49,W07000041,other,female
1,Age 50 to 54,W07000041,other,female
0,Age 55 to 59,W07000041,other,female
0,Age 60 to 64,W07000041,other,female
0,Age 65 to 69,W07000041,other,female
0,Age 70 to 74,W07000041,other,female
0,Age 75 to 79,W07000041,other,female
4,Age 80 to 84,W07000041,other,female
0,Age 85 and over,W07000041,other,female
6292,Age 15 and below,W07000042,white,male
930,Age 16 to 17,W07000042,white,male
790,Age 18 to 19,W07000042,white,male
1975,Age 20 to 24,W07000042,white,male
1741,Age 25 to 29,W07000042,white,male
1627,Age 30 to 34,W07000042,white,male
1986,Age 35 to 39,W07000042,white,male
2366,Age 40 to 44,W07000042,white,male
2561,Age 45 to 49,W07000042,white,male
2310,Age 50 to 54,W07000042,white,male
2219,Age 55 to 59,W07000042,white,male
2629,Age 60 to 64,W07000042,white,male
1959,Age 65 to 69,W07000042,white,male
1653,Age 70 to 74,W07000042,white,male
1072,Age 75 to 79,W07000042,white,male
707,Age 80 to 84,W07000042,white,male
518,Age 85 and over,W07000042,white,male
6070,Age 15 and below,W07000042,white,female
880,Age 16 to 17,W07000042,white,female
697,Age 18 to 19,W07000042,white,female
1772,Age 20 to 24,W07000042,white,female
1750,Age 25 to 29,W07000042,white,female
1646,Age 30 to 34,W07000042,white,female
2078,Age 35 to 39,W07000042,white,female
2490,Age 40 to 44,W07000042,white,female
2693,Age 45 to 49,W07000042,white,female
2390,Age 50 to 54,W07000042,white,female
2305,Age 55 to 59,W07000042,white,female
2696,Age 60 to 64,W07000042,white,female
2037,Age 65 to 69,W07000042,white,female
1669,Age 70 to 74,W07000042,white,female
1267,Age 75 to 79,W07000042,white,female
981,Age 80 to 84,W07000042,white,female
990,Age 85 and over,W07000042,white,female
73,Age 15 and below,W07000042,mixed,male
6,Age 16 to 17,W07000042,mixed,male
9,Age 18 to 19,W07000042,mixed,male
12,Age 20 to 24,W07000042,mixed,male
13,Age 25 to 29,W07000042,mixed,male
14,Age 30 to 34,W07000042,mixed,male
8,Age 35 to 39,W07000042,mixed,male
3,Age 40 to 44,W07000042,mixed,male
8,Age 45 to 49,W07000042,mixed,male
6,Age 50 to 54,W07000042,mixed,male
6,Age 55 to 59,W07000042,mixed,male
7,Age 60 to 64,W07000042,mixed,male
4,Age 65 to 69,W07000042,mixed,male
1,Age 70 to 74,W07000042,mixed,male
2,Age 75 to 79,W07000042,mixed,male
0,Age 80 to 84,W07000042,mixed,male
4,Age 85 and over,W07000042,mixed,male
65,Age 15 and below,W07000042,mixed,female
6,Age 16 to 17,W07000042,mixed,female
5,Age 18 to 19,W07000042,mixed,female
15,Age 20 to 24,W07000042,mixed,female
6,Age 25 to 29,W07000042,mixed,female
5,Age 30 to 34,W07000042,mixed,female
6,Age 35 to 39,W07000042,mixed,female
12,Age 40 to 44,W07000042,mixed,female
11,Age 45 to 49,W07000042,mixed,female
3,Age 50 to 54,W07000042,mixed,female
6,Age 55 to 59,W07000042,mixed,female
1,Age 60 to 64,W07000042,mixed,female
4,Age 65 to 69,W07000042,mixed,female
4,Age 70 to 74,W07000042,mixed,female
0,Age 75 to 79,W07000042,mixed,female
1,Age 80 to 84,W07000042,mixed,female
2,Age 85 and over,W07000042,mixed,female
28,Age 15 and below,W07000042,asian,male
2,Age 16 to 17,W07000042,asian,male
6,Age 18 to 19,W07000042,asian,male
16,Age 20 to 24,W07000042,asian,male
13,Age 25 to 29,W07000042,asian,male
14,Age 30 to 34,W07000042,asian,male
19,Age 35 to 39,W07000042,asian,male
21,Age 40 to 44,W07000042,asian,male
9,Age 45 to 49,W07000042,asian,male
10,Age 50 to 54,W07000042,asian,male
8,Age 55 to 59,W07000042,asian,male
12,Age 60 to 64,W07000042,asian,male
5,Age 65 to 69,W07000042,asian,male
7,Age 70 to 74,W07000042,asian,male
2,Age 75 to 79,W07000042,asian,male
1,Age 80 to 84,W07000042,asian,male
0,Age 85 and over,W07000042,asian,male
47,Age 15 and below,W07000042,asian,female
6,Age 16 to 17,W07000042,asian,female
2,Age 18 to 19,W07000042,asian,female
11,Age 20 to 24,W07000042,asian,female
19,Age 25 to 29,W07000042,asian,female
18,Age 30 to 34,W07000042,asian,female
24,Age 35 to 39,W07000042,asian,female
27,Age 40 to 44,W07000042,asian,female
10,Age 45 to 49,W07000042,asian,female
15,Age 50 to 54,W07000042,asian,female
21,Age 55 to 59,W07000042,asian,female
10,Age 60 to 64,W07000042,asian,female
4,Age 65 to 69,W07000042,asian,female
4,Age 70 to 74,W07000042,asian,female
2,Age 75 to 79,W07000042,asian,female
0,Age 80 to 84,W07000042,asian,female
0,Age 85 and over,W07000042,asian,female
6,Age 15 and below,W07000042,black,male
0,Age 16 to 17,W07000042,black,male
0,Age 18 to 19,W07000042,black,male
4,Age 20 to 24,W07000042,black,male
3,Age 25 to 29,W07000042,black,male
2,Age 30 to 34,W07000042,black,male
6,Age 35 to 39,W07000042,black,male
2,Age 40 to 44,W07000042,black,male
0,Age 45 to 49,W07000042,black,male
3,Age 50 to 54,W07000042,black,male
0,Age 55 to 59,W07000042,black,male
2,Age 60 to 64,W07000042,black,male
0,Age 65 to 69,W07000042,black,male
0,Age 70 to 74,W07000042,black,male
2,Age 75 to 79,W07000042,black,male
0,Age 80 to 84,W07000042,black,male
0,Age 85 and over,W07000042,black,male
9,Age 15 and below,W07000042,black,female
2,Age 16 to 17,W07000042,black,female
1,Age 18 to 19,W07000042,black,female
0,Age 20 to 24,W07000042,black,female
2,Age 25 to 29,W07000042,black,female
6,Age 30 to 34,W07000042,black,female
6,Age 35 to 39,W07000042,black,female
1,Age 40 to 44,W07000042,black,female
0,Age 45 to 49,W07000042,black,female
0,Age 50 to 54,W07000042,black,female
1,Age 55 to 59,W07000042,black,female
2,Age 60 to 64,W07000042,black,female
2,Age 65 to 69,W07000042,black,female
0,Age 70 to 74,W07000042,black,female
0,Age 75 to 79,W07000042,black,female
0,Age 80 to 84,W07000042,black,female
0,Age 85 and over,W07000042,black,female
9,Age 15 and below,W07000042,other,male
0,Age 16 to 17,W07000042,other,male
0,Age 18 to 19,W07000042,other,male
5,Age 20 to 24,W07000042,other,male
6,Age 25 to 29,W07000042,other,male
9,Age 30 to 34,W07000042,other,male
9,Age 35 to 39,W07000042,other,male
2,Age 40 to 44,W07000042,other,male
0,Age 45 to 49,W07000042,other,male
3,Age 50 to 54,W07000042,other,male
3,Age 55 to 59,W07000042,other,male
1,Age 60 to 64,W07000042,other,male
1,Age 65 to 69,W07000042,other,male
1,Age 70 to 74,W07000042,other,male
0,Age 75 to 79,W07000042,other,male
0,Age 80 to 84,W07000042,other,male
0,Age 85 and over,W07000042,other,male
6,Age 15 and below,W07000042,other,female
1,Age 16 to 17,W07000042,other,female
0,Age 18 to 19,W07000042,other,female
0,Age 20 to 24,W07000042,other,female
2,Age 25 to 29,W07000042,other,female
2,Age 30 to 34,W07000042,other,female
2,Age 35 to 39,W07000042,other,female
2,Age 40 to 44,W07000042,other,female
3,Age 45 to 49,W07000042,other,female
2,Age 50 to 54,W07000042,other,female
0,Age 55 to 59,W07000042,other,female
0,Age 60 to 64,W07000042,other,female
0,Age 65 to 69,W07000042,other,female
0,Age 70 to 74,W07000042,other,female
0,Age 75 to 79,W07000042,other,female
0,Age 80 to 84,W07000042,other,female
0,Age 85 and over,W07000042,other,female
7959,Age 15 and below,W07000043,white,male
1133,Age 16 to 17,W07000043,white,male
1067,Age 18 to 19,W07000043,white,male
2576,Age 20 to 24,W07000043,white,male
2486,Age 25 to 29,W07000043,white,male
2392,Age 30 to 34,W07000043,white,male
2689,Age 35 to 39,W07000043,white,male
3096,Age 40 to 44,W07000043,white,male
3088,Age 45 to 49,W07000043,white,male
2683,Age 50 to 54,W07000043,white,male
2386,Age 55 to 59,W07000043,white,male
2738,Age 60 to 64,W07000043,white,male
2164,Age 65 to 69,W07000043,white,male
1694,Age 70 to 74,W07000043,white,male
1194,Age 75 to 79,W07000043,white,male
770,Age 80 to 84,W07000043,white,male
544,Age 85 and over,W07000043,white,male
7663,Age 15 and below,W07000043,white,female
1066,Age 16 to 17,W07000043,white,female
881,Age 18 to 19,W07000043,white,female
2451,Age 20 to 24,W07000043,white,female
2377,Age 25 to 29,W07000043,white,female
2479,Age 30 to 34,W07000043,white,female
2735,Age 35 to 39,W07000043,white,female
3354,Age 40 to 44,W07000043,white,female
3235,Age 45 to 49,W07000043,white,female
2632,Age 50 to 54,W07000043,white,female
2486,Age 55 to 59,W07000043,white,female
2889,Age 60 to 64,W07000043,white,female
2255,Age 65 to 69,W07000043,white,female
1796,Age 70 to 74,W07000043,white,female
1377,Age 75 to 79,W07000043,white,female
986,Age 80 to 84,W07000043,white,female
1094,Age 85 and over,W07000043,white,female
108,Age 15 and below,W07000043,mixed,male
4,Age 16 to 17,W07000043,mixed,male
10,Age 18 to 19,W07000043,mixed,male
24,Age 20 to 24,W07000043,mixed,male
11,Age 25 to 29,W07000043,mixed,male
15,Age 30 to 34,W07000043,mixed,male
17,Age 35 to 39,W07000043,mixed,male
19,Age 40 to 44,W07000043,mixed,male
17,Age 45 to 49,W07000043,mixed,male
10,Age 50 to 54,W07000043,mixed,male
13,Age 55 to 59,W07000043,mixed,male
6,Age 60 to 64,W07000043,mixed,male
5,Age 65 to 69,W07000043,mixed,male
2,Age 70 to 74,W07000043,mixed,male
0,Age 75 to 79,W07000043,mixed,male
3,Age 80 to 84,W07000043,mixed,male
0,Age 85 and over,W07000043,mixed,male
97,Age 15 and below,W07000043,mixed,female
14,Age 16 to 17,W07000043,mixed,female
13,Age 18 to 19,W07000043,mixed,female
19,Age 20 to 24,W07000043,mixed,female
16,Age 25 to 29,W07000043,mixed,female
22,Age 30 to 34,W07000043,mixed,female
15,Age 35 to 39,W07000043,mixed,female
17,Age 40 to 44,W07000043,mixed,female
14,Age 45 to 49,W07000043,mixed,female
7,Age 50 to 54,W07000043,mixed,female
8,Age 55 to 59,W07000043,mixed,female
7,Age 60 to 64,W07000043,mixed,female
3,Age 65 to 69,W07000043,mixed,female
1,Age 70 to 74,W07000043,mixed,female
2,Age 75 to 79,W07000043,mixed,female
3,Age 80 to 84,W07000043,mixed,female
1,Age 85 and over,W07000043,mixed,female
90,Age 15 and below,W07000043,asian,male
16,Age 16 to 17,W07000043,asian,male
13,Age 18 to 19,W07000043,asian,male
50,Age 20 to 24,W07000043,asian,male
56,Age 25 to 29,W07000043,asian,male
66,Age 30 to 34,W07000043,asian,male
61,Age 35 to 39,W07000043,asian,male
31,Age 40 to 44,W07000043,asian,male
28,Age 45 to 49,W07000043,asian,male
13,Age 50 to 54,W07000043,asian,male
14,Age 55 to 59,W07000043,asian,male
9,Age 60 to 64,W07000043,asian,male
7,Age 65 to 69,W07000043,asian,male
5,Age 70 to 74,W07000043,asian,male
3,Age 75 to 79,W07000043,asian,male
2,Age 80 to 84,W07000043,asian,male
0,Age 85 and over,W07000043,asian,male
85,Age 15 and below,W07000043,asian,female
5,Age 16 to 17,W07000043,asian,female
4,Age 18 to 19,W07000043,asian,female
26,Age 20 to 24,W07000043,asian,female
34,Age 25 to 29,W07000043,asian,female
45,Age 30 to 34,W07000043,asian,female
43,Age 35 to 39,W07000043,asian,female
20,Age 40 to 44,W07000043,asian,female
26,Age 45 to 49,W07000043,asian,female
22,Age 50 to 54,W07000043,asian,female
15,Age 55 to 59,W07000043,asian,female
10,Age 60 to 64,W07000043,asian,female
2,Age 65 to 69,W07000043,asian,female
3,Age 70 to 74,W07000043,asian,female
3,Age 75 to 79,W07000043,asian,female
1,Age 80 to 84,W07000043,asian,female
0,Age 85 and over,W07000043,asian,female
8,Age 15 and below,W07000043,black,male
0,Age 16 to 17,W07000043,black,male
0,Age 18 to 19,W07000043,black,male
7,Age 20 to 24,W07000043,black,male
1,Age 25 to 29,W07000043,black,male
5,Age 30 to 34,W07000043,black,male
7,Age 35 to 39,W07000043,black,male
6,Age 40 to 44,W07000043,black,male
5,Age 45 to 49,W07000043,black,male
2,Age 50 to 54,W07000043,black,male
3,Age 55 to 59,W07000043,black,male
3,Age 60 to 64,W07000043,black,male
0,Age 65 to 69,W07000043,black,male
1,Age 70 to 74,W07000043,black,male
2,Age 75 to 79,W07000043,black,male
0,Age 80 to 84,W07000043,black,male
0,Age 85 and over,W07000043,black,male
14,Age 15 and below,W07000043,black,female
0,Age 16 to 17,W07000043,black,female
1,Age 18 to 19,W07000043,black,female
1,Age 20 to 24,W07000043,black,female
0,Age 25 to 29,W07000043,black,female
1,Age 30 to 34,W07000043,black,female
5,Age 35 to 39,W07000043,black,female
1,Age 40 to 44,W07000043,black,female
1,Age 45 to 49,W07000043,black,female
1,Age 50 to 54,W07000043,black,female
2,Age 55 to 59,W07000043,black,female
0,Age 60 to 64,W07000043,black,female
1,Age 65 to 69,W07000043,black,female
1,Age 70 to 74,W07000043,black,female
1,Age 75 to 79,W07000043,black,female
0,Age 80 to 84,W07000043,black,female
0,Age 85 and over,W07000043,black,female
5,Age 15 and below,W07000043,other,male
1,Age 16 to 17,W07000043,other,male
0,Age 18 to 19,W07000043,other,male
4,Age 20 to 24,W07000043,other,male
8,Age 25 to 29,W07000043,other,male
6,Age 30 to 34,W07000043,other,male
5,Age 35 to 39,W07000043,other,male
3,Age 40 to 44,W07000043,other,male
3,Age 45 to 49,W07000043,other,male
1,Age 50 to 54,W07000043,other,male
6,Age 55 to 59,W07000043,other,male
3,Age 60 to 64,W07000043,other,male
1,Age 65 to 69,W07000043,other,male
1,Age 70 to 74,W07000043,other,male
0,Age 75 to 79,W07000043,other,male
0,Age 80 to 84,W07000043,other,male
0,Age 85 and over,W07000043,other,male
10,Age 15 and below,W07000043,other,female
1,Age 16 to 17,W07000043,other,female
0,Age 18 to 19,W07000043,other,female
2,Age 20 to 24,W07000043,other,female
3,Age 25 to 29,W07000043,other,female
3,Age 30 to 34,W07000043,other,female
3,Age 35 to 39,W07000043,other,female
2,Age 40 to 44,W07000043,other,female
3,Age 45 to 49,W07000043,other,female
0,Age 50 to 54,W07000043,other,female
2,Age 55 to 59,W07000043,other,female
4,Age 60 to 64,W07000043,other,female
1,Age 65 to 69,W07000043,other,female
1,Age 70 to 74,W07000043,other,female
0,Age 75 to 79,W07000043,other,female
0,Age 80 to 84,W07000043,other,female
0,Age 85 and over,W07000043,other,female
6379,Age 15 and below,W07000044,white,male
806,Age 16 to 17,W07000044,white,male
848,Age 18 to 19,W07000044,white,male
2226,Age 20 to 24,W07000044,white,male
2196,Age 25 to 29,W07000044,white,male
2096,Age 30 to 34,W07000044,white,male
2241,Age 35 to 39,W07000044,white,male
2353,Age 40 to 44,W07000044,white,male
2454,Age 45 to 49,W07000044,white,male
2100,Age 50 to 54,W07000044,white,male
2088,Age 55 to 59,W07000044,white,male
2223,Age 60 to 64,W07000044,white,male
1845,Age 65 to 69,W07000044,white,male
1391,Age 70 to 74,W07000044,white,male
983,Age 75 to 79,W07000044,white,male
756,Age 80 to 84,W07000044,white,male
474,Age 85 and over,W07000044,white,male
5975,Age 15 and below,W07000044,white,female
734,Age 16 to 17,W07000044,white,female
863,Age 18 to 19,W07000044,white,female
2027,Age 20 to 24,W07000044,white,female
2241,Age 25 to 29,W07000044,white,female
1985,Age 30 to 34,W07000044,white,female
2133,Age 35 to 39,W07000044,white,female
2499,Age 40 to 44,W07000044,white,female
2416,Age 45 to 49,W07000044,white,female
2202,Age 50 to 54,W07000044,white,female
2149,Age 55 to 59,W07000044,white,female
2343,Age 60 to 64,W07000044,white,female
1868,Age 65 to 69,W07000044,white,female
1495,Age 70 to 74,W07000044,white,female
1218,Age 75 to 79,W07000044,white,female
997,Age 80 to 84,W07000044,white,female
1088,Age 85 and over,W07000044,white,female
143,Age 15 and below,W07000044,mixed,male
15,Age 16 to 17,W07000044,mixed,male
22,Age 18 to 19,W07000044,mixed,male
26,Age 20 to 24,W07000044,mixed,male
18,Age 25 to 29,W07000044,mixed,male
25,Age 30 to 34,W07000044,mixed,male
16,Age 35 to 39,W07000044,mixed,male
18,Age 40 to 44,W07000044,mixed,male
13,Age 45 to 49,W07000044,mixed,male
9,Age 50 to 54,W07000044,mixed,male
9,Age 55 to 59,W07000044,mixed,male
3,Age 60 to 64,W07000044,mixed,male
2,Age 65 to 69,W07000044,mixed,male
4,Age 70 to 74,W07000044,mixed,male
2,Age 75 to 79,W07000044,mixed,male
0,Age 80 to 84,W07000044,mixed,male
0,Age 85 and over,W07000044,mixed,male
132,Age 15 and below,W07000044,mixed,female
10,Age 16 to 17,W07000044,mixed,female
15,Age 18 to 19,W07000044,mixed,female
20,Age 20 to 24,W07000044,mixed,female
21,Age 25 to 29,W07000044,mixed,female
27,Age 30 to 34,W07000044,mixed,female
21,Age 35 to 39,W07000044,mixed,female
16,Age 40 to 44,W07000044,mixed,female
16,Age 45 to 49,W07000044,mixed,female
8,Age 50 to 54,W07000044,mixed,female
7,Age 55 to 59,W07000044,mixed,female
7,Age 60 to 64,W07000044,mixed,female
5,Age 65 to 69,W07000044,mixed,female
6,Age 70 to 74,W07000044,mixed,female
2,Age 75 to 79,W07000044,mixed,female
1,Age 80 to 84,W07000044,mixed,female
2,Age 85 and over,W07000044,mixed,female
159,Age 15 and below,W07000044,asian,male
20,Age 16 to 17,W07000044,asian,male
24,Age 18 to 19,W07000044,asian,male
273,Age 20 to 24,W07000044,asian,male
252,Age 25 to 29,W07000044,asian,male
107,Age 30 to 34,W07000044,asian,male
92,Age 35 to 39,W07000044,asian,male
64,Age 40 to 44,W07000044,asian,male
45,Age 45 to 49,W07000044,asian,male
33,Age 50 to 54,W07000044,asian,male
19,Age 55 to 59,W07000044,asian,male
16,Age 60 to 64,W07000044,asian,male
9,Age 65 to 69,W07000044,asian,male
9,Age 70 to 74,W07000044,asian,male
2,Age 75 to 79,W07000044,asian,male
4,Age 80 to 84,W07000044,asian,male
4,Age 85 and over,W07000044,asian,male
155,Age 15 and below,W07000044,asian,female
14,Age 16 to 17,W07000044,asian,female
18,Age 18 to 19,W07000044,asian,female
116,Age 20 to 24,W07000044,asian,female
79,Age 25 to 29,W07000044,asian,female
78,Age 30 to 34,W07000044,asian,female
77,Age 35 to 39,W07000044,asian,female
62,Age 40 to 44,W07000044,asian,female
45,Age 45 to 49,W07000044,asian,female
29,Age 50 to 54,W07000044,asian,female
22,Age 55 to 59,W07000044,asian,female
17,Age 60 to 64,W07000044,asian,female
2,Age 65 to 69,W07000044,asian,female
3,Age 70 to 74,W07000044,asian,female
1,Age 75 to 79,W07000044,asian,female
3,Age 80 to 84,W07000044,asian,female
1,Age 85 and over,W07000044,asian,female
59,Age 15 and below,W07000044,black,male
7,Age 16 to 17,W07000044,black,male
5,Age 18 to 19,W07000044,black,male
19,Age 20 to 24,W07000044,black,male
21,Age 25 to 29,W07000044,black,male
41,Age 30 to 34,W07000044,black,male
27,Age 35 to 39,W07000044,black,male
14,Age 40 to 44,W07000044,black,male
18,Age 45 to 49,W07000044,black,male
3,Age 50 to 54,W07000044,black,male
8,Age 55 to 59,W07000044,black,male
3,Age 60 to 64,W07000044,black,male
1,Age 65 to 69,W07000044,black,male
3,Age 70 to 74,W07000044,black,male
2,Age 75 to 79,W07000044,black,male
0,Age 80 to 84,W07000044,black,male
0,Age 85 and over,W07000044,black,male
45,Age 15 and below,W07000044,black,female
7,Age 16 to 17,W07000044,black,female
4,Age 18 to 19,W07000044,black,female
8,Age 20 to 24,W07000044,black,female
23,Age 25 to 29,W07000044,black,female
21,Age 30 to 34,W07000044,black,female
16,Age 35 to 39,W07000044,black,female
13,Age 40 to 44,W07000044,black,female
13,Age 45 to 49,W07000044,black,female
7,Age 50 to 54,W07000044,black,female
11,Age 55 to 59,W07000044,black,female
2,Age 60 to 64,W07000044,black,female
0,Age 65 to 69,W07000044,black,female
1,Age 70 to 74,W07000044,black,female
1,Age 75 to 79,W07000044,black,female
1,Age 80 to 84,W07000044,black,female
0,Age 85 and over,W07000044,black,female
16,Age 15 and below,W07000044,other,male
1,Age 16 to 17,W07000044,other,male
0,Age 18 to 19,W07000044,other,male
4,Age 20 to 24,W07000044,other,male
17,Age 25 to 29,W07000044,other,male
17,Age 30 to 34,W07000044,other,male
17,Age 35 to 39,W07000044,other,male
8,Age 40 to 44,W07000044,other,male
5,Age 45 to 49,W07000044,other,male
4,Age 50 to 54,W07000044,other,male
4,Age 55 to 59,W07000044,other,male
1,Age 60 to 64,W07000044,other,male
0,Age 65 to 69,W07000044,other,male
0,Age 70 to 74,W07000044,other,male
0,Age 75 to 79,W07000044,other,male
0,Age 80 to 84,W07000044,other,male
0,Age 85 and over,W07000044,other,male
15,Age 15 and below,W07000044,other,female
0,Age 16 to 17,W07000044,other,female
0,Age 18 to 19,W07000044,other,female
4,Age 20 to 24,W07000044,other,female
4,Age 25 to 29,W07000044,other,female
10,Age 30 to 34,W07000044,other,female
6,Age 35 to 39,W07000044,other,female
12,Age 40 to 44,W07000044,other,female
0,Age 45 to 49,W07000044,other,female
2,Age 50 to 54,W07000044,other,female
1,Age 55 to 59,W07000044,other,female
1,Age 60 to 64,W07000044,other,female
1,Age 65 to 69,W07000044,other,female
0,Age 70 to 74,W07000044,other,female
0,Age 75 to 79,W07000044,other,female
0,Age 80 to 84,W07000044,other,female
0,Age 85 and over,W07000044,other,female
8339,Age 15 and below,W07000045,white,male
1124,Age 16 to 17,W07000045,white,male
1010,Age 18 to 19,W07000045,white,male
2686,Age 20 to 24,W07000045,white,male
2339,Age 25 to 29,W07000045,white,male
2276,Age 30 to 34,W07000045,white,male
2453,Age 35 to 39,W07000045,white,male
2862,Age 40 to 44,W07000045,white,male
3120,Age 45 to 49,W07000045,white,male
2753,Age 50 to 54,W07000045,white,male
2673,Age 55 to 59,W07000045,white,male
2929,Age 60 to 64,W07000045,white,male
2407,Age 65 to 69,W07000045,white,male
1959,Age 70 to 74,W07000045,white,male
1528,Age 75 to 79,W07000045,white,male
993,Age 80 to 84,W07000045,white,male
733,Age 85 and over,W07000045,white,male
7703,Age 15 and below,W07000045,white,female
1061,Age 16 to 17,W07000045,white,female
1006,Age 18 to 19,W07000045,white,female
2529,Age 20 to 24,W07000045,white,female
2480,Age 25 to 29,W07000045,white,female
2476,Age 30 to 34,W07000045,white,female
2543,Age 35 to 39,W07000045,white,female
2957,Age 40 to 44,W07000045,white,female
3311,Age 45 to 49,W07000045,white,female
3007,Age 50 to 54,W07000045,white,female
2794,Age 55 to 59,W07000045,white,female
2966,Age 60 to 64,W07000045,white,female
2550,Age 65 to 69,W07000045,white,female
2064,Age 70 to 74,W07000045,white,female
1744,Age 75 to 79,W07000045,white,female
1436,Age 80 to 84,W07000045,white,female
1632,Age 85 and over,W07000045,white,female
100,Age 15 and below,W07000045,mixed,male
7,Age 16 to 17,W07000045,mixed,male
7,Age 18 to 19,W07000045,mixed,male
10,Age 20 to 24,W07000045,mixed,male
12,Age 25 to 29,W07000045,mixed,male
10,Age 30 to 34,W07000045,mixed,male
11,Age 35 to 39,W07000045,mixed,male
11,Age 40 to 44,W07000045,mixed,male
15,Age 45 to 49,W07000045,mixed,male
5,Age 50 to 54,W07000045,mixed,male
6,Age 55 to 59,W07000045,mixed,male
4,Age 60 to 64,W07000045,mixed,male
11,Age 65 to 69,W07000045,mixed,male
4,Age 70 to 74,W07000045,mixed,male
5,Age 75 to 79,W07000045,mixed,male
2,Age 80 to 84,W07000045,mixed,male
3,Age 85 and over,W07000045,mixed,male
109,Age 15 and below,W07000045,mixed,female
7,Age 16 to 17,W07000045,mixed,female
10,Age 18 to 19,W07000045,mixed,female
13,Age 20 to 24,W07000045,mixed,female
23,Age 25 to 29,W07000045,mixed,female
13,Age 30 to 34,W07000045,mixed,female
19,Age 35 to 39,W07000045,mixed,female
15,Age 40 to 44,W07000045,mixed,female
12,Age 45 to 49,W07000045,mixed,female
11,Age 50 to 54,W07000045,mixed,female
6,Age 55 to 59,W07000045,mixed,female
8,Age 60 to 64,W07000045,mixed,female
7,Age 65 to 69,W07000045,mixed,female
1,Age 70 to 74,W07000045,mixed,female
2,Age 75 to 79,W07000045,mixed,female
3,Age 80 to 84,W07000045,mixed,female
0,Age 85 and over,W07000045,mixed,female
138,Age 15 and below,W07000045,asian,male
22,Age 16 to 17,W07000045,asian,male
15,Age 18 to 19,W07000045,asian,male
25,Age 20 to 24,W07000045,asian,male
26,Age 25 to 29,W07000045,asian,male
45,Age 30 to 34,W07000045,asian,male
60,Age 35 to 39,W07000045,asian,male
48,Age 40 to 44,W07000045,asian,male
39,Age 45 to 49,W07000045,asian,male
22,Age 50 to 54,W07000045,asian,male
19,Age 55 to 59,W07000045,asian,male
11,Age 60 to 64,W07000045,asian,male
11,Age 65 to 69,W07000045,asian,male
7,Age 70 to 74,W07000045,asian,male
3,Age 75 to 79,W07000045,asian,male
2,Age 80 to 84,W07000045,asian,male
0,Age 85 and over,W07000045,asian,male
115,Age 15 and below,W07000045,asian,female
14,Age 16 to 17,W07000045,asian,female
6,Age 18 to 19,W07000045,asian,female
14,Age 20 to 24,W07000045,asian,female
44,Age 25 to 29,W07000045,asian,female
72,Age 30 to 34,W07000045,asian,female
60,Age 35 to 39,W07000045,asian,female
57,Age 40 to 44,W07000045,asian,female
31,Age 45 to 49,W07000045,asian,female
37,Age 50 to 54,W07000045,asian,female
20,Age 55 to 59,W07000045,asian,female
13,Age 60 to 64,W07000045,asian,female
6,Age 65 to 69,W07000045,asian,female
7,Age 70 to 74,W07000045,asian,female
5,Age 75 to 79,W07000045,asian,female
4,Age 80 to 84,W07000045,asian,female
2,Age 85 and over,W07000045,asian,female
11,Age 15 and below,W07000045,black,male
2,Age 16 to 17,W07000045,black,male
5,Age 18 to 19,W07000045,black,male
3,Age 20 to 24,W07000045,black,male
5,Age 25 to 29,W07000045,black,male
3,Age 30 to 34,W07000045,black,male
5,Age 35 to 39,W07000045,black,male
6,Age 40 to 44,W07000045,black,male
4,Age 45 to 49,W07000045,black,male
5,Age 50 to 54,W07000045,black,male
2,Age 55 to 59,W07000045,black,male
4,Age 60 to 64,W07000045,black,male
1,Age 65 to 69,W07000045,black,male
2,Age 70 to 74,W07000045,black,male
2,Age 75 to 79,W07000045,black,male
0,Age 80 to 84,W07000045,black,male
0,Age 85 and over,W07000045,black,male
10,Age 15 and below,W07000045,black,female
2,Age 16 to 17,W07000045,black,female
8,Age 18 to 19,W07000045,black,female
3,Age 20 to 24,W07000045,black,female
4,Age 25 to 29,W07000045,black,female
2,Age 30 to 34,W07000045,black,female
10,Age 35 to 39,W07000045,black,female
5,Age 40 to 44,W07000045,black,female
9,Age 45 to 49,W07000045,black,female
2,Age 50 to 54,W07000045,black,female
3,Age 55 to 59,W07000045,black,female
0,Age 60 to 64,W07000045,black,female
0,Age 65 to 69,W07000045,black,female
1,Age 70 to 74,W07000045,black,female
