N,age,constituency,ethnicity,sex
9315,Age 15 and below,E14000714,white,female
1311,Age 16 to 17,E14000714,white,female
1034,Age 18 to 19,E14000714,white,female
2542,Age 20 to 24,E14000714,white,female
2862,Age 25 to 29,E14000714,white,female
2912,Age 30 to 34,E14000714,white,female
3326,Age 35 to 39,E14000714,white,female
3938,Age 40 to 44,E14000714,white,female
4048,Age 45 to 49,E14000714,white,female
3677,Age 50 to 54,E14000714,white,female
3292,Age 55 to 59,E14000714,white,female
3601,Age 60 to 64,E14000714,white,female
2961,Age 65 to 69,E14000714,white,female
2246,Age 70 to 74,E14000714,white,female
1909,Age 75 to 79,E14000714,white,female
1619,Age 80 to 84,E14000714,white,female
1893,Age 85 and over,E14000714,white,female
194,Age 15 and below,E14000714,mixed,male
18,Age 16 to 17,E14000714,mixed,male
20,Age 18 to 19,E14000714,mixed,male
30,Age 20 to 24,E14000714,mixed,male
36,Age 25 to 29,E14000714,mixed,male
24,Age 30 to 34,E14000714,mixed,male
27,Age 35 to 39,E14000714,mixed,male
29,Age 40 to 44,E14000714,mixed,male
30,Age 45 to 49,E14000714,mixed,male
19,Age 50 to 54,E14000714,mixed,male
10,Age 55 to 59,E14000714,mixed,male
7,Age 60 to 64,E14000714,mixed,male
8,Age 65 to 69,E14000714,mixed,male
5,Age 70 to 74,E14000714,mixed,male
2,Age 75 to 79,E14000714,mixed,male
6,Age 80 to 84,E14000714,mixed,male
4,Age 85 and over,E14000714,mixed,male
170,Age 15 and below,E14000714,mixed,female
22,Age 16 to 17,E14000714,mixed,female
22,Age 18 to 19,E14000714,mixed,female
27,Age 20 to 24,E14000714,mixed,female
31,Age 25 to 29,E14000714,mixed,female
28,Age 30 to 34,E14000714,mixed,female
29,Age 35 to 39,E14000714,mixed,female
22,Age 40 to 44,E14000714,mixed,female
29,Age 45 to 49,E14000714,mixed,female
21,Age 50 to 54,E14000714,mixed,female
12,Age 55 to 59,E14000714,mixed,female
12,Age 60 to 64,E14000714,mixed,female
9,Age 65 to 69,E14000714,mixed,female
6,Age 70 to 74,E14000714,mixed,female
5,Age 75 to 79,E14000714,mixed,female
5,Age 80 to 84,E14000714,mixed,female
4,Age 85 and over,E14000714,mixed,female
141,Age 15 and below,E14000714,asian,male
24,Age 16 to 17,E14000714,asian,male
17,Age 18 to 19,E14000714,asian,male
30,Age 20 to 24,E14000714,asian,male
60,Age 25 to 29,E14000714,asian,male
50,Age 30 to 34,E14000714,asian,male
71,Age 35 to 39,E14000714,asian,male
56,Age 40 to 44,E14000714,asian,male
54,Age 45 to 49,E14000714,asian,male
44,Age 50 to 54,E14000714,asian,male
36,Age 55 to 59,E14000714,asian,male
30,Age 60 to 64,E14000714,asian,male
13,Age 65 to 69,E14000714,asian,male
8,Age 70 to 74,E14000714,asian,male
7,Age 75 to 79,E14000714,asian,male
6,Age 80 to 84,E14000714,asian,male
0,Age 85 and over,E14000714,asian,male
130,Age 15 and below,E14000714,asian,female
31,Age 16 to 17,E14000714,asian,female
22,Age 18 to 19,E14000714,asian,female
33,Age 20 to 24,E14000714,asian,female
60,Age 25 to 29,E14000714,asian,female
91,Age 30 to 34,E14000714,asian,female
74,Age 35 to 39,E14000714,asian,female
69,Age 40 to 44,E14000714,asian,female
65,Age 45 to 49,E14000714,asian,female
52,Age 50 to 54,E14000714,asian,female
53,Age 55 to 59,E14000714,asian,female
26,Age 60 to 64,E14000714,asian,female
9,Age 65 to 69,E14000714,asian,female
7,Age 70 to 74,E14000714,asian,female
8,Age 75 to 79,E14000714,asian,female
2,Age 80 to 84,E14000714,asian,female
3,Age 85 and over,E14000714,asian,female
58,Age 15 and below,E14000714,black,male
6,Age 16 to 17,E14000714,black,male
3,Age 18 to 19,E14000714,black,male
12,Age 20 to 24,E14000714,black,male
4,Age 25 to 29,E14000714,black,male
28,Age 30 to 34,E14000714,black,male
30,Age 35 to 39,E14000714,black,male
26,Age 40 to 44,E14000714,black,male
22,Age 45 to 49,E14000714,black,male
17,Age 50 to 54,E14000714,black,male
12,Age 55 to 59,E14000714,black,male
8,Age 60 to 64,E14000714,black,male
2,Age 65 to 69,E14000714,black,male
3,Age 70 to 74,E14000714,black,male
2,Age 75 to 79,E14000714,black,male
3,Age 80 to 84,E14000714,black,male
0,Age 85 and over,E14000714,black,male
41,Age 15 and below,E14000714,black,female
5,Age 16 to 17,E14000714,black,female
5,Age 18 to 19,E14000714,black,female
6,Age 20 to 24,E14000714,black,female
20,Age 25 to 29,E14000714,black,female
15,Age 30 to 34,E14000714,black,female
21,Age 35 to 39,E14000714,black,female
24,Age 40 to 44,E14000714,black,female
24,Age 45 to 49,E14000714,black,female
20,Age 50 to 54,E14000714,black,female
8,Age 55 to 59,E14000714,black,female
3,Age 60 to 64,E14000714,black,female
1,Age 65 to 69,E14000714,black,female
5,Age 70 to 74,E14000714,black,female
2,Age 75 to 79,E14000714,black,female
0,Age 80 to 84,E14000714,black,female
0,Age 85 and over,E14000714,black,female
11,Age 15 and below,E14000714,other,male
0,Age 16 to 17,E14000714,other,male
2,Age 18 to 19,E14000714,other,male
3,Age 20 to 24,E14000714,other,male
6,Age 25 to 29,E14000714,other,male
5,Age 30 to 34,E14000714,other,male
8,Age 35 to 39,E14000714,other,male
7,Age 40 to 44,E14000714,other,male
15,Age 45 to 49,E14000714,other,male
6,Age 50 to 54,E14000714,other,male
6,Age 55 to 59,E14000714,other,male
4,Age 60 to 64,E14000714,other,male
2,Age 65 to 69,E14000714,other,male
1,Age 70 to 74,E14000714,other,male
0,Age 75 to 79,E14000714,other,male
0,Age 80 to 84,E14000714,other,male
0,Age 85 and over,E14000714,other,male
12,Age 15 and below,E14000714,other,female
2,Age 16 to 17,E14000714,other,female
2,Age 18 to 19,E14000714,other,female
5,Age 20 to 24,E14000714,other,female
10,Age 25 to 29,E14000714,other,female
10,Age 30 to 34,E14000714,other,female
6,Age 35 to 39,E14000714,other,female
13,Age 40 to 44,E14000714,other,female
4,Age 45 to 49,E14000714,other,female
6,Age 50 to 54,E14000714,other,female
2,Age 55 to 59,E14000714,other,female
3,Age 60 to 64,E14000714,other,female
0,Age 65 to 69,E14000714,other,female
1,Age 70 to 74,E14000714,other,female
0,Age 75 to 79,E14000714,other,female
0,Age 80 to 84,E14000714,other,female
0,Age 85 and over,E14000714,other,female
8087,Age 15 and below,E14000715,white,male
1131,Age 16 to 17,E14000715,white,male
987,Age 18 to 19,E14000715,white,male
2593,Age 20 to 24,E14000715,white,male
2552,Age 25 to 29,E14000715,white,male
2389,Age 30 to 34,E14000715,white,male
2578,Age 35 to 39,E14000715,white,male
3032,Age 40 to 44,E14000715,white,male
3243,Age 45 to 49,E14000715,white,male
2793,Age 50 to 54,E14000715,white,male
2395,Age 55 to 59,E14000715,white,male
2622,Age 60 to 64,E14000715,white,male
2091,Age 65 to 69,E14000715,white,male
1695,Age 70 to 74,E14000715,white,male
1455,Age 75 to 79,E14000715,white,male
943,Age 80 to 84,E14000715,white,male
642,Age 85 and over,E14000715,white,male
7630,Age 15 and below,E14000715,white,female
1177,Age 16 to 17,E14000715,white,female
985,Age 18 to 19,E14000715,white,female
2708,Age 20 to 24,E14000715,white,female
2634,Age 25 to 29,E14000715,white,female
2379,Age 30 to 34,E14000715,white,female
2627,Age 35 to 39,E14000715,white,female
3139,Age 40 to 44,E14000715,white,female
3282,Age 45 to 49,E14000715,white,female
2783,Age 50 to 54,E14000715,white,female
2432,Age 55 to 59,E14000715,white,female
2788,Age 60 to 64,E14000715,white,female
2153,Age 65 to 69,E14000715,white,female
1923,Age 70 to 74,E14000715,white,female
1695,Age 75 to 79,E14000715,white,female
1327,Age 80 to 84,E14000715,white,female
1336,Age 85 and over,E14000715,white,female
579,Age 15 and below,E14000715,mixed,male
49,Age 16 to 17,E14000715,mixed,male
38,Age 18 to 19,E14000715,mixed,male
78,Age 20 to 24,E14000715,mixed,male
64,Age 25 to 29,E14000715,mixed,male
58,Age 30 to 34,E14000715,mixed,male
56,Age 35 to 39,E14000715,mixed,male
56,Age 40 to 44,E14000715,mixed,male
42,Age 45 to 49,E14000715,mixed,male
38,Age 50 to 54,E14000715,mixed,male
10,Age 55 to 59,E14000715,mixed,male
15,Age 60 to 64,E14000715,mixed,male
9,Age 65 to 69,E14000715,mixed,male
7,Age 70 to 74,E14000715,mixed,male
4,Age 75 to 79,E14000715,mixed,male
0,Age 80 to 84,E14000715,mixed,male
2,Age 85 and over,E14000715,mixed,male
496,Age 15 and below,E14000715,mixed,female
41,Age 16 to 17,E14000715,mixed,female
33,Age 18 to 19,E14000715,mixed,female
67,Age 20 to 24,E14000715,mixed,female
46,Age 25 to 29,E14000715,mixed,female
59,Age 30 to 34,E14000715,mixed,female
43,Age 35 to 39,E14000715,mixed,female
59,Age 40 to 44,E14000715,mixed,female
42,Age 45 to 49,E14000715,mixed,female
21,Age 50 to 54,E14000715,mixed,female
13,Age 55 to 59,E14000715,mixed,female
11,Age 60 to 64,E14000715,mixed,female
11,Age 65 to 69,E14000715,mixed,female
9,Age 70 to 74,E14000715,mixed,female
5,Age 75 to 79,E14000715,mixed,female
1,Age 80 to 84,E14000715,mixed,female
4,Age 85 and over,E14000715,mixed,female
1303,Age 15 and below,E14000715,asian,male
143,Age 16 to 17,E14000715,asian,male
131,Age 18 to 19,E14000715,asian,male
415,Age 20 to 24,E14000715,asian,male
515,Age 25 to 29,E14000715,asian,male
508,Age 30 to 34,E14000715,asian,male
470,Age 35 to 39,E14000715,asian,male
430,Age 40 to 44,E14000715,asian,male
319,Age 45 to 49,E14000715,asian,male
309,Age 50 to 54,E14000715,asian,male
278,Age 55 to 59,E14000715,asian,male
173,Age 60 to 64,E14000715,asian,male
128,Age 65 to 69,E14000715,asian,male
99,Age 70 to 74,E14000715,asian,male
68,Age 75 to 79,E14000715,asian,male
36,Age 80 to 84,E14000715,asian,male
26,Age 85 and over,E14000715,asian,male
1151,Age 15 and below,E14000715,asian,female
179,Age 16 to 17,E14000715,asian,female
126,Age 18 to 19,E14000715,asian,female
373,Age 20 to 24,E14000715,asian,female
473,Age 25 to 29,E14000715,asian,female
542,Age 30 to 34,E14000715,asian,female
436,Age 35 to 39,E14000715,asian,female
449,Age 40 to 44,E14000715,asian,female
310,Age 45 to 49,E14000715,asian,female
289,Age 50 to 54,E14000715,asian,female
289,Age 55 to 59,E14000715,asian,female
198,Age 60 to 64,E14000715,asian,female
172,Age 65 to 69,E14000715,asian,female
101,Age 70 to 74,E14000715,asian,female
91,Age 75 to 79,E14000715,asian,female
47,Age 80 to 84,E14000715,asian,female
27,Age 85 and over,E14000715,asian,female
470,Age 15 and below,E14000715,black,male
67,Age 16 to 17,E14000715,black,male
46,Age 18 to 19,E14000715,black,male
44,Age 20 to 24,E14000715,black,male
72,Age 25 to 29,E14000715,black,male
105,Age 30 to 34,E14000715,black,male
118,Age 35 to 39,E14000715,black,male
192,Age 40 to 44,E14000715,black,male
124,Age 45 to 49,E14000715,black,male
65,Age 50 to 54,E14000715,black,male
34,Age 55 to 59,E14000715,black,male
10,Age 60 to 64,E14000715,black,male
16,Age 65 to 69,E14000715,black,male
15,Age 70 to 74,E14000715,black,male
6,Age 75 to 79,E14000715,black,male
2,Age 80 to 84,E14000715,black,male
1,Age 85 and over,E14000715,black,male
482,Age 15 and below,E14000715,black,female
46,Age 16 to 17,E14000715,black,female
32,Age 18 to 19,E14000715,black,female
56,Age 20 to 24,E14000715,black,female
114,Age 25 to 29,E14000715,black,female
155,Age 30 to 34,E14000715,black,female
150,Age 35 to 39,E14000715,black,female
194,Age 40 to 44,E14000715,black,female
113,Age 45 to 49,E14000715,black,female
69,Age 50 to 54,E14000715,black,female
33,Age 55 to 59,E14000715,black,female
13,Age 60 to 64,E14000715,black,female
16,Age 65 to 69,E14000715,black,female
13,Age 70 to 74,E14000715,black,female
9,Age 75 to 79,E14000715,black,female
2,Age 80 to 84,E14000715,black,female
1,Age 85 and over,E14000715,black,female
283,Age 15 and below,E14000715,other,male
78,Age 16 to 17,E14000715,other,male
52,Age 18 to 19,E14000715,other,male
89,Age 20 to 24,E14000715,other,male
79,Age 25 to 29,E14000715,other,male
102,Age 30 to 34,E14000715,other,male
90,Age 35 to 39,E14000715,other,male
74,Age 40 to 44,E14000715,other,male
58,Age 45 to 49,E14000715,other,male
38,Age 50 to 54,E14000715,other,male
50,Age 55 to 59,E14000715,other,male
27,Age 60 to 64,E14000715,other,male
19,Age 65 to 69,E14000715,other,male
13,Age 70 to 74,E14000715,other,male
6,Age 75 to 79,E14000715,other,male
9,Age 80 to 84,E14000715,other,male
1,Age 85 and over,E14000715,other,male
275,Age 15 and below,E14000715,other,female
31,Age 16 to 17,E14000715,other,female
46,Age 18 to 19,E14000715,other,female
79,Age 20 to 24,E14000715,other,female
69,Age 25 to 29,E14000715,other,female
72,Age 30 to 34,E14000715,other,female
70,Age 35 to 39,E14000715,other,female
41,Age 40 to 44,E14000715,other,female
51,Age 45 to 49,E14000715,other,female
32,Age 50 to 54,E14000715,other,female
34,Age 55 to 59,E14000715,other,female
17,Age 60 to 64,E14000715,other,female
16,Age 65 to 69,E14000715,other,female
11,Age 70 to 74,E14000715,other,female
11,Age 75 to 79,E14000715,other,female
8,Age 80 to 84,E14000715,other,female
8,Age 85 and over,E14000715,other,female
8614,Age 15 and below,E14000716,white,male
1164,Age 16 to 17,E14000716,white,male
1205,Age 18 to 19,E14000716,white,male
3080,Age 20 to 24,E14000716,white,male
2916,Age 25 to 29,E14000716,white,male
2479,Age 30 to 34,E14000716,white,male
2668,Age 35 to 39,E14000716,white,male
2980,Age 40 to 44,E14000716,white,male
3077,Age 45 to 49,E14000716,white,male
2800,Age 50 to 54,E14000716,white,male
2552,Age 55 to 59,E14000716,white,male
2582,Age 60 to 64,E14000716,white,male
1801,Age 65 to 69,E14000716,white,male
1449,Age 70 to 74,E14000716,white,male
1211,Age 75 to 79,E14000716,white,male
795,Age 80 to 84,E14000716,white,male
532,Age 85 and over,E14000716,white,male
8365,Age 15 and below,E14000716,white,female
1097,Age 16 to 17,E14000716,white,female
1163,Age 18 to 19,E14000716,white,female
3210,Age 20 to 24,E14000716,white,female
3052,Age 25 to 29,E14000716,white,female
2520,Age 30 to 34,E14000716,white,female
2591,Age 35 to 39,E14000716,white,female
3027,Age 40 to 44,E14000716,white,female
3172,Age 45 to 49,E14000716,white,female
2864,Age 50 to 54,E14000716,white,female
2451,Age 55 to 59,E14000716,white,female
2454,Age 60 to 64,E14000716,white,female
1829,Age 65 to 69,E14000716,white,female
1738,Age 70 to 74,E14000716,white,female
1499,Age 75 to 79,E14000716,white,female
1174,Age 80 to 84,E14000716,white,female
1255,Age 85 and over,E14000716,white,female
159,Age 15 and below,E14000716,mixed,male
12,Age 16 to 17,E14000716,mixed,male
13,Age 18 to 19,E14000716,mixed,male
28,Age 20 to 24,E14000716,mixed,male
16,Age 25 to 29,E14000716,mixed,male
24,Age 30 to 34,E14000716,mixed,male
24,Age 35 to 39,E14000716,mixed,male
12,Age 40 to 44,E14000716,mixed,male
13,Age 45 to 49,E14000716,mixed,male
14,Age 50 to 54,E14000716,mixed,male
14,Age 55 to 59,E14000716,mixed,male
13,Age 60 to 64,E14000716,mixed,male
11,Age 65 to 69,E14000716,mixed,male
1,Age 70 to 74,E14000716,mixed,male
3,Age 75 to 79,E14000716,mixed,male
2,Age 80 to 84,E14000716,mixed,male
2,Age 85 and over,E14000716,mixed,male
157,Age 15 and below,E14000716,mixed,female
22,Age 16 to 17,E14000716,mixed,female
11,Age 18 to 19,E14000716,mixed,female
34,Age 20 to 24,E14000716,mixed,female
32,Age 25 to 29,E14000716,mixed,female
22,Age 30 to 34,E14000716,mixed,female
17,Age 35 to 39,E14000716,mixed,female
12,Age 40 to 44,E14000716,mixed,female
22,Age 45 to 49,E14000716,mixed,female
12,Age 50 to 54,E14000716,mixed,female
11,Age 55 to 59,E14000716,mixed,female
2,Age 60 to 64,E14000716,mixed,female
4,Age 65 to 69,E14000716,mixed,female
7,Age 70 to 74,E14000716,mixed,female
1,Age 75 to 79,E14000716,mixed,female
8,Age 80 to 84,E14000716,mixed,female
2,Age 85 and over,E14000716,mixed,female
137,Age 15 and below,E14000716,asian,male
20,Age 16 to 17,E14000716,asian,male
20,Age 18 to 19,E14000716,asian,male
150,Age 20 to 24,E14000716,asian,male
89,Age 25 to 29,E14000716,asian,male
92,Age 30 to 34,E14000716,asian,male
70,Age 35 to 39,E14000716,asian,male
36,Age 40 to 44,E14000716,asian,male
32,Age 45 to 49,E14000716,asian,male
19,Age 50 to 54,E14000716,asian,male
24,Age 55 to 59,E14000716,asian,male
19,Age 60 to 64,E14000716,asian,male
13,Age 65 to 69,E14000716,asian,male
10,Age 70 to 74,E14000716,asian,male
1,Age 75 to 79,E14000716,asian,male
1,Age 80 to 84,E14000716,asian,male
1,Age 85 and over,E14000716,asian,male
123,Age 15 and below,E14000716,asian,female
11,Age 16 to 17,E14000716,asian,female
11,Age 18 to 19,E14000716,asian,female
95,Age 20 to 24,E14000716,asian,female
70,Age 25 to 29,E14000716,asian,female
63,Age 30 to 34,E14000716,asian,female
48,Age 35 to 39,E14000716,asian,female
39,Age 40 to 44,E14000716,asian,female
36,Age 45 to 49,E14000716,asian,female
24,Age 50 to 54,E14000716,asian,female
27,Age 55 to 59,E14000716,asian,female
19,Age 60 to 64,E14000716,asian,female
8,Age 65 to 69,E14000716,asian,female
7,Age 70 to 74,E14000716,asian,female
4,Age 75 to 79,E14000716,asian,female
3,Age 80 to 84,E14000716,asian,female
0,Age 85 and over,E14000716,asian,female
16,Age 15 and below,E14000716,black,male
5,Age 16 to 17,E14000716,black,male
5,Age 18 to 19,E14000716,black,male
11,Age 20 to 24,E14000716,black,male
16,Age 25 to 29,E14000716,black,male
17,Age 30 to 34,E14000716,black,male
16,Age 35 to 39,E14000716,black,male
13,Age 40 to 44,E14000716,black,male
13,Age 45 to 49,E14000716,black,male
14,Age 50 to 54,E14000716,black,male
12,Age 55 to 59,E14000716,black,male
4,Age 60 to 64,E14000716,black,male
1,Age 65 to 69,E14000716,black,male
4,Age 70 to 74,E14000716,black,male
1,Age 75 to 79,E14000716,black,male
0,Age 80 to 84,E14000716,black,male
0,Age 85 and over,E14000716,black,male
26,Age 15 and below,E14000716,black,female
6,Age 16 to 17,E14000716,black,female
1,Age 18 to 19,E14000716,black,female
6,Age 20 to 24,E14000716,black,female
8,Age 25 to 29,E14000716,black,female
3,Age 30 to 34,E14000716,black,female
9,Age 35 to 39,E14000716,black,female
17,Age 40 to 44,E14000716,black,female
7,Age 45 to 49,E14000716,black,female
13,Age 50 to 54,E14000716,black,female
6,Age 55 to 59,E14000716,black,female
2,Age 60 to 64,E14000716,black,female
4,Age 65 to 69,E14000716,black,female
0,Age 70 to 74,E14000716,black,female
0,Age 75 to 79,E14000716,black,female
0,Age 80 to 84,E14000716,black,female
0,Age 85 and over,E14000716,black,female
29,Age 15 and below,E14000716,other,male
2,Age 16 to 17,E14000716,other,male
5,Age 18 to 19,E14000716,other,male
3,Age 20 to 24,E14000716,other,male
30,Age 25 to 29,E14000716,other,male
27,Age 30 to 34,E14000716,other,male
19,Age 35 to 39,E14000716,other,male
18,Age 40 to 44,E14000716,other,male
11,Age 45 to 49,E14000716,other,male
16,Age 50 to 54,E14000716,other,male
3,Age 55 to 59,E14000716,other,male
4,Age 60 to 64,E14000716,other,male
2,Age 65 to 69,E14000716,other,male
1,Age 70 to 74,E14000716,other,male
0,Age 75 to 79,E14000716,other,male
0,Age 80 to 84,E14000716,other,male
0,Age 85 and over,E14000716,other,male
29,Age 15 and below,E14000716,other,female
1,Age 16 to 17,E14000716,other,female
3,Age 18 to 19,E14000716,other,female
12,Age 20 to 24,E14000716,other,female
8,Age 25 to 29,E14000716,other,female
9,Age 30 to 34,E14000716,other,female
13,Age 35 to 39,E14000716,other,female
11,Age 40 to 44,E14000716,other,female
6,Age 45 to 49,E14000716,other,female
3,Age 50 to 54,E14000716,other,female
2,Age 55 to 59,E14000716,other,female
4,Age 60 to 64,E14000716,other,female
0,Age 65 to 69,E14000716,other,female
